case_id,activity,start_time,end_time,resource
728,Design loan offer,2025-02-27 09:14:16.351440+00:00,2025-02-27 09:14:16.351440+00:00,2025-02-27 09:14:21.805559+00:00,Clerk-000001
728,Approve loan offer,2025-02-27 09:14:21.805559+00:00,2025-02-27 09:14:21.805559+00:00,2025-02-27 09:21:28.425430+00:00,Senior Officer-000001
732,Check credit history,2025-02-27 09:16:45.732924+00:00,2025-02-27 09:16:45.732924+00:00,2025-02-27 09:38:28.409286+00:00,Clerk-000008
727,Appraise property,2025-02-27 09:17:57.240799+00:00,2025-02-27 09:17:57.240799+00:00,2025-02-27 09:39:10.960076+00:00,Clerk-000006
729,Assess loan risk,2025-02-27 09:24:01.638394+00:00,2025-02-27 09:24:01.638394+00:00,2025-02-27 09:39:27.157698+00:00,Applicant-000001
731,Cancel application,2025-02-27 09:24:30.034308+00:00,2025-02-27 09:24:30.034308+00:00,2025-02-27 09:25:36.168829+00:00,AML Investigator-000001
730,Assess loan risk,2025-02-27 09:24:33.316487+00:00,2025-02-27 09:24:33.316487+00:00,2025-02-27 09:35:39.661656+00:00,Loan Officer-000001
733,Check application form completeness,2025-02-27 09:30:00.000000+00:00,2025-02-27 09:30:00.000000+00:00,2025-02-27 09:30:27.963639+00:00,Clerk-000004
733,Check credit history,2025-02-27 09:30:27.963639+00:00,2025-02-27 09:30:27.963639+00:00,2025-02-27 09:32:22.069465+00:00,Clerk-000007
733,Appraise property,2025-02-27 09:32:22.069465+00:00,2025-02-27 09:32:22.069465+00:00,2025-02-27 09:42:44.679105+00:00,Clerk-000002
730,Design loan offer,2025-02-27 09:35:39.661656+00:00,2025-02-27 09:35:39.661656+00:00,2025-02-27 09:39:47.284618+00:00,Clerk-000003
732,Appraise property,2025-02-27 09:38:28.409286+00:00,2025-02-27 09:38:28.409286+00:00,2025-02-27 10:04:05.733197+00:00,Clerk-000001
727,Assess loan risk,2025-02-27 09:39:10.960076+00:00,2025-02-27 09:39:10.960076+00:00,2025-02-27 09:46:26.128073+00:00,Clerk-000005
729,Design loan offer,2025-02-27 09:39:27.157698+00:00,2025-02-27 09:39:27.157698+00:00,2025-02-27 09:54:08.170218+00:00,Appraiser-000002
730,Approve loan offer,2025-02-27 09:39:47.284618+00:00,2025-02-27 09:39:47.284618+00:00,2025-02-27 09:54:01.540961+00:00,Senior Officer-000002
733,Assess loan risk,2025-02-27 09:42:44.679105+00:00,2025-02-27 09:42:44.679105+00:00,2025-02-27 09:52:24.020148+00:00,Senior Officer-000001
726,Check credit history,2025-02-27 09:44:49.150990+00:00,2025-02-27 09:44:49.150990+00:00,2025-02-27 10:13:01.872596+00:00,Loan Officer-000004
725,Appraise property,2025-02-27 09:46:12.620247+00:00,2025-02-27 09:46:12.620247+00:00,2025-02-27 09:49:26.788900+00:00,AML Investigator-000002
727,Reject application,2025-02-27 09:46:26.128096+00:00,2025-02-27 09:46:26.128096+00:00,2025-02-27 09:55:54.089295+00:00,Loan Officer-000002
725,Assess loan risk,2025-02-27 09:49:26.788900+00:00,2025-02-27 09:49:26.788900+00:00,2025-02-27 09:58:46.832530+00:00,AML Investigator-000001
728,Approve application,2025-02-27 09:51:04.906589+00:00,2025-02-27 09:51:04.906589+00:00,2025-02-27 09:54:30.091380+00:00,Clerk-000004
733,Design loan offer,2025-02-27 09:52:24.020148+00:00,2025-02-27 09:52:24.020148+00:00,2025-02-27 10:10:31.359415+00:00,Clerk-000007
730,Approve application,2025-02-27 09:54:01.540970+00:00,2025-02-27 09:54:01.540970+00:00,2025-02-27 09:55:22.740256+00:00,Loan Officer-000001
729,Approve loan offer,2025-02-27 09:54:08.170218+00:00,2025-02-27 09:54:08.170218+00:00,2025-02-27 10:09:03.307501+00:00,Clerk-000008
725,Reject application,2025-02-27 09:58:51.870126+00:00,2025-02-27 09:58:51.870126+00:00,2025-02-27 10:00:43.505943+00:00,Clerk-000006
734,Check application form completeness,2025-02-27 10:00:00.000000+00:00,2025-02-27 10:00:00.000000+00:00,2025-02-27 10:00:44.621043+00:00,Applicant-000001
734,Check credit history,2025-02-27 10:00:44.621043+00:00,2025-02-27 10:00:44.621043+00:00,2025-02-27 10:00:46.044399+00:00,Clerk-000003
734,AML check,2025-02-27 10:00:46.044399+00:00,2025-02-27 10:00:46.044399+00:00,2025-02-27 10:59:38.195935+00:00,Clerk-000002
732,Assess loan risk,2025-02-27 10:04:05.733197+00:00,2025-02-27 10:04:05.733197+00:00,2025-02-27 10:23:27.276531+00:00,Appraiser-000001
733,Approve loan offer,2025-02-27 10:10:31.359415+00:00,2025-02-27 10:10:31.359415+00:00,2025-02-27 10:15:52.829145+00:00,Loan Officer-000003
726,Appraise property,2025-02-27 10:13:01.872596+00:00,2025-02-27 10:13:01.872596+00:00,2025-02-27 10:34:54.010683+00:00,Clerk-000005
735,Check application form completeness,2025-02-27 10:30:00.000000+00:00,2025-02-27 10:30:00.000000+00:00,2025-02-27 10:49:25.909978+00:00,AML Investigator-000002
726,Assess loan risk,2025-02-27 10:34:54.010683+00:00,2025-02-27 10:34:54.010683+00:00,2025-02-27 10:44:55.445802+00:00,Senior Officer-000001
726,Design loan offer,2025-02-27 10:44:55.445802+00:00,2025-02-27 10:44:55.445802+00:00,2025-02-27 10:48:38.354579+00:00,Senior Officer-000002
726,Approve loan offer,2025-02-27 10:48:38.354579+00:00,2025-02-27 10:48:38.354579+00:00,2025-02-27 10:55:43.702846+00:00,Appraiser-000002
735,Return application back to applicant,2025-02-27 10:49:25.909978+00:00,2025-02-27 10:49:25.909978+00:00,2025-02-27 10:53:24.419890+00:00,Clerk-000004
735,Applicant completes form,2025-02-27 10:53:24.419890+00:00,2025-02-27 10:53:24.419890+00:00,2025-02-27 11:38:10.374884+00:00,Loan Officer-000001
726,Cancel application,2025-02-27 10:55:43.702846+00:00,2025-02-27 10:55:43.702846+00:00,2025-02-27 10:57:45.649093+00:00,Loan Officer-000002
734,Assess loan risk,2025-02-27 10:59:38.195935+00:00,2025-02-27 10:59:38.195935+00:00,2025-02-27 11:07:36.454942+00:00,AML Investigator-000001
736,Check application form completeness,2025-02-27 11:00:00.000104+00:00,2025-02-27 11:00:00.000104+00:00,2025-02-27 11:09:49.156073+00:00,Clerk-000006
734,Reject application,2025-02-27 11:07:36.454942+00:00,2025-02-27 11:07:36.454942+00:00,2025-02-27 11:13:40.459724+00:00,Applicant-000001
733,Cancel application,2025-02-27 11:09:24.308919+00:00,2025-02-27 11:09:24.308918+00:00,2025-02-27 11:14:33.927479+00:00,Clerk-000003
736,Check credit history,2025-02-27 11:09:49.156073+00:00,2025-02-27 11:09:49.156073+00:00,2025-02-27 11:17:01.887947+00:00,Clerk-000001
736,AML check,2025-02-27 11:17:01.887947+00:00,2025-02-27 11:17:01.887947+00:00,2025-02-27 12:27:22.248096+00:00,Clerk-000008
737,Check application form completeness,2025-02-27 11:30:00.000001+00:00,2025-02-27 11:30:00.000001+00:00,2025-02-27 11:31:00.335161+00:00,Clerk-000007
737,Check credit history,2025-02-27 11:31:00.335161+00:00,2025-02-27 11:31:00.335161+00:00,2025-02-27 11:35:07.831523+00:00,Loan Officer-000004
737,Appraise property,2025-02-27 11:35:07.831523+00:00,2025-02-27 11:35:07.831523+00:00,2025-02-27 11:39:11.197438+00:00,Loan Officer-000003
732,Reject application,2025-02-27 11:36:10.076942+00:00,2025-02-27 11:36:10.076942+00:00,2025-02-27 11:38:32.849091+00:00,Appraiser-000001
737,Assess loan risk,2025-02-27 11:39:11.197438+00:00,2025-02-27 11:39:11.197438+00:00,2025-02-27 11:48:32.390003+00:00,Clerk-000005
737,Design loan offer,2025-02-27 11:48:32.390003+00:00,2025-02-27 11:48:32.390003+00:00,2025-02-27 11:55:01.684346+00:00,Senior Officer-000001
737,Approve loan offer,2025-02-27 11:55:01.684346+00:00,2025-02-27 11:55:01.684346+00:00,2025-02-27 12:07:15.507123+00:00,Senior Officer-000002
738,Check application form completeness,2025-02-27 12:00:00.000000+00:00,2025-02-27 12:00:00.000000+00:00,2025-02-27 12:00:01.737257+00:00,AML Investigator-000002
738,Check credit history,2025-02-27 12:00:01.737257+00:00,2025-02-27 12:00:01.737257+00:00,2025-02-27 12:30:04.915903+00:00,Clerk-000004
737,Approve application,2025-02-27 12:07:15.507434+00:00,2025-02-27 12:07:15.507435+00:00,2025-02-27 12:09:34.147153+00:00,Appraiser-000002
721,Reject application,2025-02-27 12:13:43.159212+00:00,2025-02-27 12:13:43.159212+00:00,2025-02-27 12:20:25.282173+00:00,Loan Officer-000002
736,Assess loan risk,2025-02-27 12:27:22.248096+00:00,2025-02-27 12:27:22.248096+00:00,2025-02-27 12:27:57.491636+00:00,Clerk-000002
736,Reject application,2025-02-27 12:28:59.780364+00:00,2025-02-27 12:28:59.780364+00:00,2025-02-27 12:35:18.885962+00:00,AML Investigator-000001
735,Check application form completeness,2025-02-27 12:29:59.238520+00:00,2025-02-27 12:29:59.238520+00:00,2025-02-27 13:33:18.873932+00:00,Clerk-000006
739,Check application form completeness,2025-02-27 12:30:00.000001+00:00,2025-02-27 12:30:00.000001+00:00,2025-02-27 12:33:37.084973+00:00,Applicant-000001
738,Appraise property,2025-02-27 12:30:04.915903+00:00,2025-02-27 12:30:04.915903+00:00,2025-02-27 14:51:30.649933+00:00,Clerk-000003
739,Check credit history,2025-02-27 12:33:37.084973+00:00,2025-02-27 12:33:37.084973+00:00,2025-02-27 14:31:28.073014+00:00,Clerk-000001
740,Check application form completeness,2025-02-27 13:00:00.000067+00:00,2025-02-27 13:12:00.000000+00:00,2025-02-27 13:30:50.428320+00:00,Clerk-000007
741,Check application form completeness,2025-02-27 13:30:00.000000+00:00,2025-02-27 13:30:00.000000+00:00,2025-02-27 13:30:00.364941+00:00,Loan Officer-000004
741,Check credit history,2025-02-27 13:30:00.364941+00:00,2025-02-27 13:30:00.364941+00:00,2025-02-27 13:42:42.735090+00:00,Loan Officer-000001
740,Check credit history,2025-02-27 13:30:50.428320+00:00,2025-02-27 13:30:50.428320+00:00,2025-02-27 14:38:16.611461+00:00,Appraiser-000001
735,Check credit history,2025-02-27 13:33:18.873932+00:00,2025-02-27 13:33:18.873932+00:00,2025-02-27 13:33:24.757890+00:00,Loan Officer-000003
735,Appraise property,2025-02-27 13:33:24.757890+00:00,2025-02-27 13:33:24.757890+00:00,2025-02-27 13:45:10.773273+00:00,Clerk-000005
741,Appraise property,2025-02-27 13:42:42.735090+00:00,2025-02-27 13:42:42.735090+00:00,2025-02-27 13:45:32.022439+00:00,Senior Officer-000001
735,Assess loan risk,2025-02-27 13:45:10.773273+00:00,2025-02-27 13:45:10.773273+00:00,2025-02-27 13:57:44.172780+00:00,AML Investigator-000002
741,Assess loan risk,2025-02-27 13:45:32.022439+00:00,2025-02-27 13:45:32.022439+00:00,2025-02-27 13:46:32.591943+00:00,Senior Officer-000002
741,Design loan offer,2025-02-27 13:46:32.591943+00:00,2025-02-27 13:46:32.591943+00:00,2025-02-27 13:49:41.854004+00:00,Appraiser-000002
741,Approve loan offer,2025-02-27 13:49:41.854004+00:00,2025-02-27 13:49:41.854004+00:00,2025-02-27 14:27:09.921505+00:00,Loan Officer-000002
735,Design loan offer,2025-02-27 13:57:44.172780+00:00,2025-02-27 13:57:44.172780+00:00,2025-02-27 13:59:20.032219+00:00,Clerk-000008
735,Approve loan offer,2025-02-27 13:59:20.032219+00:00,2025-02-27 13:59:20.032219+00:00,2025-02-27 13:59:44.199108+00:00,Clerk-000002
742,Check application form completeness,2025-02-27 14:00:03.561126+00:00,2025-02-27 14:24:00.000000+00:00,2025-02-27 14:24:14.640485+00:00,Clerk-000004
735,Approve application,2025-02-27 14:00:39.708474+00:00,2025-02-27 14:24:00.000000+00:00,2025-02-27 14:27:25.182339+00:00,Applicant-000001
742,Check credit history,2025-02-27 14:24:14.640485+00:00,2025-02-27 14:24:14.640485+00:00,2025-02-28 07:50:18.076125+00:00,AML Investigator-000001
741,Cancel application,2025-02-27 14:29:41.705407+00:00,2025-02-27 14:29:41.705407+00:00,2025-02-27 14:36:44.188661+00:00,Loan Officer-000004
743,Check application form completeness,2025-02-27 14:30:00.201479+00:00,2025-02-27 14:30:00.201479+00:00,2025-02-27 14:44:38.038421+00:00,Clerk-000007
739,AML check,2025-02-27 14:31:28.073014+00:00,2025-02-27 14:31:28.073014+00:00,2025-02-27 14:39:49.300183+00:00,Clerk-000006
740,AML check,2025-02-27 14:38:16.611461+00:00,2025-02-27 14:38:16.611461+00:00,2025-02-28 09:20:07.337932+00:00,Loan Officer-000003
739,Assess loan risk,2025-02-27 14:39:49.300183+00:00,2025-02-27 14:39:49.300183+00:00,2025-02-27 14:41:32.867419+00:00,Loan Officer-000001
739,Design loan offer,2025-02-27 14:41:32.867419+00:00,2025-02-27 14:41:32.867419+00:00,2025-02-27 14:44:47.086408+00:00,Clerk-000005
743,Return application back to applicant,2025-02-27 14:44:38.038421+00:00,2025-02-27 14:44:38.038421+00:00,2025-02-27 14:44:43.222438+00:00,Senior Officer-000001
743,Applicant completes form,2025-02-27 14:44:43.222438+00:00,2025-02-27 14:44:43.222438+00:00,2025-02-27 14:49:10.061576+00:00,Senior Officer-000002
739,Approve loan offer,2025-02-27 14:44:47.086408+00:00,2025-02-27 14:44:47.086408+00:00,2025-02-28 07:49:00.927919+00:00,Appraiser-000002
743,Check application form completeness,2025-02-27 14:49:10.062244+00:00,2025-02-27 14:49:10.062244+00:00,2025-02-27 14:59:19.165398+00:00,AML Investigator-000002
738,Assess loan risk,2025-02-27 14:51:30.649933+00:00,2025-02-27 14:51:30.649933+00:00,2025-02-27 14:57:24.461138+00:00,Clerk-000008
738,Design loan offer,2025-02-27 14:57:24.461138+00:00,2025-02-27 14:57:24.461138+00:00,2025-02-27 14:58:34.169757+00:00,Clerk-000002
738,Approve loan offer,2025-02-27 14:58:34.169757+00:00,2025-02-27 14:58:34.169757+00:00,2025-02-28 07:50:12.257189+00:00,Clerk-000004
743,Check credit history,2025-02-27 14:59:19.165398+00:00,2025-02-27 14:59:19.165398+00:00,2025-02-28 07:49:15.332281+00:00,Loan Officer-000002
744,Check application form completeness,2025-02-27 15:00:00.000000+00:00,2025-02-27 15:00:00.000000+00:00,2025-02-28 07:55:06.621200+00:00,Applicant-000001
699,Approve application,2025-02-27 15:16:13.598430+00:00,2025-02-28 07:48:00.000000+00:00,2025-02-28 07:48:24.745625+00:00,Clerk-000001
745,Check application form completeness,2025-02-27 15:30:00.000000+00:00,2025-02-28 07:48:00.000000+00:00,2025-02-28 07:48:01.859100+00:00,Loan Officer-000004
724,Approve application,2025-02-27 21:12:38.742999+00:00,2025-02-28 07:48:00.000000+00:00,2025-02-28 07:51:46.633747+00:00,Appraiser-000001
746,Check application form completeness,2025-02-28 07:00:00.003182+00:00,2025-02-28 07:48:00.000000+00:00,2025-02-28 09:32:54.110068+00:00,Clerk-000006
747,Check application form completeness,2025-02-28 07:30:02.583930+00:00,2025-02-28 07:48:00.000000+00:00,2025-02-28 07:52:41.198718+00:00,Loan Officer-000001
745,Check credit history,2025-02-28 07:48:01.859100+00:00,2025-02-28 07:48:01.859100+00:00,2025-02-28 07:58:53.004415+00:00,Clerk-000007
739,Cancel application,2025-02-28 07:49:01.396422+00:00,2025-02-28 07:49:01.396422+00:00,2025-02-28 07:50:27.654007+00:00,Senior Officer-000001
743,AML check,2025-02-28 07:49:15.332281+00:00,2025-02-28 07:49:15.332281+00:00,2025-02-28 07:53:56.631459+00:00,Clerk-000005
742,AML check,2025-02-28 07:50:18.076125+00:00,2025-02-28 07:50:18.076125+00:00,2025-02-28 09:19:55.353654+00:00,Senior Officer-000002
747,Check credit history,2025-02-28 07:52:41.198718+00:00,2025-02-28 07:52:41.198718+00:00,2025-02-28 07:52:48.570664+00:00,Clerk-000003
747,Appraise property,2025-02-28 07:52:48.570664+00:00,2025-02-28 07:52:48.570664+00:00,2025-02-28 07:57:22.526287+00:00,Clerk-000008
743,Assess loan risk,2025-02-28 07:53:56.631459+00:00,2025-02-28 07:53:56.631459+00:00,2025-02-28 09:13:02.918453+00:00,Clerk-000002
744,Check credit history,2025-02-28 07:55:06.621200+00:00,2025-02-28 07:55:06.621200+00:00,2025-02-28 07:55:06.922104+00:00,AML Investigator-000002
744,AML check,2025-02-28 07:55:06.922104+00:00,2025-02-28 07:55:06.922104+00:00,2025-02-28 07:57:14.226085+00:00,Loan Officer-000004
738,Cancel application,2025-02-28 07:56:59.453741+00:00,2025-02-28 07:56:59.453741+00:00,2025-02-28 07:59:26.540572+00:00,Clerk-000001
744,Assess loan risk,2025-02-28 07:57:14.226085+00:00,2025-02-28 07:57:14.226085+00:00,2025-02-28 09:09:42.845969+00:00,Appraiser-000002
747,Assess loan risk,2025-02-28 07:57:22.526287+00:00,2025-02-28 07:57:22.526287+00:00,2025-02-28 09:16:19.095170+00:00,Loan Officer-000002
745,Appraise property,2025-02-28 07:58:53.004415+00:00,2025-02-28 07:58:53.004415+00:00,2025-02-28 09:25:23.781561+00:00,Clerk-000004
748,Check application form completeness,2025-02-28 08:16:37.799635+00:00,2025-02-28 09:00:00.000000+00:00,2025-02-28 09:05:54.014771+00:00,AML Investigator-000001
750,Check application form completeness,2025-02-28 09:00:00.000952+00:00,2025-02-28 09:00:00.000952+00:00,2025-02-28 09:02:45.549512+00:00,Senior Officer-000001
750,Check credit history,2025-02-28 09:02:45.549512+00:00,2025-02-28 09:02:45.549512+00:00,2025-02-28 09:25:18.103245+00:00,Appraiser-000001
748,Check credit history,2025-02-28 09:05:54.014771+00:00,2025-02-28 09:05:54.014771+00:00,2025-02-28 09:13:48.211037+00:00,Loan Officer-000001
749,Check application form completeness,2025-02-28 09:09:13.339584+00:00,2025-02-28 09:09:13.339584+00:00,2025-02-28 09:56:49.945107+00:00,Clerk-000003
744,Design loan offer,2025-02-28 09:09:42.845969+00:00,2025-02-28 09:09:42.845969+00:00,2025-02-28 09:19:28.066902+00:00,Clerk-000005
743,Design loan offer,2025-02-28 09:13:02.918453+00:00,2025-02-28 09:13:02.918453+00:00,2025-02-28 09:13:17.754869+00:00,Applicant-000001
743,Approve loan offer,2025-02-28 09:13:17.754869+00:00,2025-02-28 09:13:17.754869+00:00,2025-02-28 09:29:03.092951+00:00,AML Investigator-000002
748,Appraise property,2025-02-28 09:13:48.211037+00:00,2025-02-28 09:13:48.211037+00:00,2025-02-28 09:30:37.613908+00:00,Loan Officer-000004
747,Design loan offer,2025-02-28 09:16:19.095170+00:00,2025-02-28 09:16:19.095170+00:00,2025-02-28 09:16:40.843006+00:00,Clerk-000008
747,Approve loan offer,2025-02-28 09:16:40.843006+00:00,2025-02-28 09:16:40.843006+00:00,2025-02-28 09:20:37.763908+00:00,Clerk-000007
744,Approve loan offer,2025-02-28 09:19:28.066902+00:00,2025-02-28 09:19:28.066902+00:00,2025-02-28 09:25:35.531442+00:00,Clerk-000001
742,Assess loan risk,2025-02-28 09:19:55.353654+00:00,2025-02-28 09:19:55.353654+00:00,2025-02-28 09:37:43.902209+00:00,Senior Officer-000001
740,Assess loan risk,2025-02-28 09:20:07.337932+00:00,2025-02-28 09:20:07.337932+00:00,2025-02-28 09:26:12.293138+00:00,AML Investigator-000001
747,Cancel application,2025-02-28 09:20:52.521806+00:00,2025-02-28 09:20:52.521807+00:00,2025-02-28 09:23:07.995354+00:00,Appraiser-000002
750,AML check,2025-02-28 09:25:18.103245+00:00,2025-02-28 09:25:18.103245+00:00,2025-02-28 10:01:38.461670+00:00,Clerk-000002
745,Assess loan risk,2025-02-28 09:25:23.781561+00:00,2025-02-28 09:25:23.781561+00:00,2025-02-28 09:25:26.862197+00:00,Applicant-000001
744,Approve application,2025-02-28 09:25:35.531447+00:00,2025-02-28 09:25:35.531447+00:00,2025-02-28 09:31:06.462206+00:00,Loan Officer-000001
740,Design loan offer,2025-02-28 09:26:12.293138+00:00,2025-02-28 09:26:12.293138+00:00,2025-02-28 09:30:17.845990+00:00,Loan Officer-000002
751,Check application form completeness,2025-02-28 09:30:15.221726+00:00,2025-02-28 09:30:15.221726+00:00,2025-02-28 09:51:21.272955+00:00,Clerk-000008
740,Approve loan offer,2025-02-28 09:30:17.845990+00:00,2025-02-28 09:30:17.845990+00:00,2025-02-28 09:42:42.167100+00:00,Clerk-000005
748,Assess loan risk,2025-02-28 09:30:37.613908+00:00,2025-02-28 09:30:37.613908+00:00,2025-02-28 09:34:48.319762+00:00,Senior Officer-000002
746,Check credit history,2025-02-28 09:32:54.110068+00:00,2025-02-28 09:32:54.110068+00:00,2025-02-28 09:32:54.338988+00:00,Loan Officer-000003
746,Appraise property,2025-02-28 09:32:54.338988+00:00,2025-02-28 09:32:54.338988+00:00,2025-02-28 10:05:16.523847+00:00,Clerk-000007
748,Design loan offer,2025-02-28 09:34:48.319762+00:00,2025-02-28 09:34:48.319762+00:00,2025-02-28 09:34:48.385235+00:00,Appraiser-000002
748,Approve loan offer,2025-02-28 09:34:48.385235+00:00,2025-02-28 09:34:48.385235+00:00,2025-02-28 09:35:24.629014+00:00,Appraiser-000001
748,Cancel application,2025-02-28 09:35:24.646439+00:00,2025-02-28 09:35:24.646439+00:00,2025-02-28 09:44:15.345312+00:00,Clerk-000004
742,Design loan offer,2025-02-28 09:37:43.902209+00:00,2025-02-28 09:37:43.902209+00:00,2025-02-28 09:38:15.910198+00:00,Applicant-000001
742,Approve loan offer,2025-02-28 09:38:15.910198+00:00,2025-02-28 09:38:15.910198+00:00,2025-02-28 09:41:52.217120+00:00,Clerk-000001
